id,ethnicity,religion,sign
29262,white,agnosticism,aries but it doesn&rsquo;t matter
29266,white,other and very serious about it,cancer but it doesn&rsquo;t matter
29276,white,judaism and laughing about it,capricorn but it doesn&rsquo;t matter
29286,"native american, hispanic / latin, white",agnosticism but not too serious about it,pisces
29288,asian,other and laughing about it,scorpio and it&rsquo;s fun to think about
29291,white,agnosticism but not too serious about it,virgo but it doesn&rsquo;t matter
29293,white,atheism and somewhat serious about it,aquarius but it doesn&rsquo;t matter
29295,white,agnosticism but not too serious about it,gemini but it doesn&rsquo;t matter
29299,white,christianity and very serious about it,virgo but it doesn&rsquo;t matter
29306,pacific islander,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
29309,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
29317,asian,christianity and very serious about it,sagittarius but it doesn&rsquo;t matter
29323,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
29324,white,agnosticism,pisces but it doesn&rsquo;t matter
29328,white,atheism and laughing about it,virgo but it doesn&rsquo;t matter
29369,white,other and somewhat serious about it,leo and it&rsquo;s fun to think about
29374,hispanic / latin,catholicism but not too serious about it,pisces
29379,white,christianity and very serious about it,cancer and it&rsquo;s fun to think about
29395,white,atheism and very serious about it,gemini and it matters a lot
29397,white,atheism but not too serious about it,libra but it doesn&rsquo;t matter
29399,white,other and somewhat serious about it,cancer and it&rsquo;s fun to think about
29400,white,other,virgo but it doesn&rsquo;t matter
29401,white,judaism but not too serious about it,taurus and it&rsquo;s fun to think about
29413,white,agnosticism,taurus but it doesn&rsquo;t matter
29426,white,agnosticism and somewhat serious about it,pisces but it doesn&rsquo;t matter
29430,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
29432,white,other and laughing about it,virgo and it&rsquo;s fun to think about
29434,asian,buddhism but not too serious about it,aries and it&rsquo;s fun to think about
29440,white,christianity,pisces
29454,middle eastern,christianity but not too serious about it,leo but it doesn&rsquo;t matter
29458,"native american, white",other and somewhat serious about it,taurus but it doesn&rsquo;t matter
29466,hispanic / latin,catholicism but not too serious about it,scorpio
29469,hispanic / latin,catholicism,libra
29471,white,christianity and somewhat serious about it,taurus and it&rsquo;s fun to think about
29472,white,agnosticism,sagittarius and it&rsquo;s fun to think about
29484,white,other and laughing about it,gemini but it doesn&rsquo;t matter
29490,black,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
29494,white,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter
29499,other,other and very serious about it,scorpio and it&rsquo;s fun to think about
29501,middle eastern,agnosticism but not too serious about it,taurus
29504,white,agnosticism and laughing about it,pisces
29530,hispanic / latin,catholicism,pisces and it&rsquo;s fun to think about
29531,white,atheism and somewhat serious about it,aries but it doesn&rsquo;t matter
29533,white,other and somewhat serious about it,pisces and it&rsquo;s fun to think about
29536,white,judaism and laughing about it,leo
29537,white,catholicism and somewhat serious about it,cancer but it doesn&rsquo;t matter
29550,white,christianity,cancer
29559,hispanic / latin,christianity,taurus and it&rsquo;s fun to think about
29594,white,judaism but not too serious about it,leo and it&rsquo;s fun to think about
29598,white,judaism,leo
29603,white,other and somewhat serious about it,pisces and it&rsquo;s fun to think about
29605,white,agnosticism and somewhat serious about it,aries but it doesn&rsquo;t matter
29629,white,christianity but not too serious about it,pisces and it&rsquo;s fun to think about
29631,indian,other and laughing about it,aries and it&rsquo;s fun to think about
29635,white,atheism and somewhat serious about it,gemini but it doesn&rsquo;t matter
29639,white,judaism and laughing about it,taurus
29643,white,atheism but not too serious about it,libra
29644,black,christianity,cancer and it&rsquo;s fun to think about
29645,white,christianity,aquarius
29646,white,judaism but not too serious about it,cancer but it doesn&rsquo;t matter
29653,hispanic / latin,christianity and somewhat serious about it,aries and it&rsquo;s fun to think about
29673,white,atheism,gemini but it doesn&rsquo;t matter
29681,white,christianity but not too serious about it,aries and it&rsquo;s fun to think about
29685,white,catholicism and somewhat serious about it,taurus and it&rsquo;s fun to think about
29686,white,atheism and somewhat serious about it,taurus
29694,black,christianity and somewhat serious about it,pisces and it&rsquo;s fun to think about
29706,white,other,pisces
29714,white,other and laughing about it,virgo and it&rsquo;s fun to think about
29726,"black, hispanic / latin",catholicism but not too serious about it,aries and it&rsquo;s fun to think about
29729,white,atheism and laughing about it,aquarius and it&rsquo;s fun to think about
29736,"native american, white",catholicism and laughing about it,gemini and it&rsquo;s fun to think about
29744,white,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter
29755,pacific islander,other,libra but it doesn&rsquo;t matter
29759,other,judaism but not too serious about it,aries
29762,"asian, white",buddhism but not too serious about it,aries and it&rsquo;s fun to think about
29772,"black, native american, white",catholicism,gemini and it&rsquo;s fun to think about
29774,white,agnosticism and somewhat serious about it,virgo but it doesn&rsquo;t matter
29784,white,other and somewhat serious about it,cancer but it doesn&rsquo;t matter
29789,white,agnosticism,libra
29805,white,catholicism and laughing about it,aries but it doesn&rsquo;t matter
29808,"hispanic / latin, white",agnosticism and laughing about it,cancer and it&rsquo;s fun to think about
29815,"black, pacific islander",hinduism and very serious about it,gemini and it matters a lot
29816,white,other and laughing about it,sagittarius but it doesn&rsquo;t matter
29825,white,agnosticism,pisces and it&rsquo;s fun to think about
29829,white,other and somewhat serious about it,libra but it doesn&rsquo;t matter
29830,white,christianity,cancer
29843,asian,christianity but not too serious about it,gemini but it doesn&rsquo;t matter
29849,asian,agnosticism and laughing about it,sagittarius but it doesn&rsquo;t matter
29855,white,catholicism and laughing about it,aquarius but it doesn&rsquo;t matter
29874,black,christianity and somewhat serious about it,leo but it doesn&rsquo;t matter
29882,hispanic / latin,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter
29884,"asian, white",catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
29890,white,other,pisces
29892,white,agnosticism and laughing about it,scorpio but it doesn&rsquo;t matter
29894,white,agnosticism,gemini but it doesn&rsquo;t matter
29895,white,agnosticism and somewhat serious about it,cancer and it&rsquo;s fun to think about
29904,white,buddhism,taurus
29906,asian,agnosticism,cancer
29915,white,christianity but not too serious about it,aquarius but it doesn&rsquo;t matter
29925,white,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
29927,white,other,leo
29934,white,agnosticism and somewhat serious about it,pisces but it doesn&rsquo;t matter
29936,asian,buddhism but not too serious about it,virgo but it doesn&rsquo;t matter
29946,white,other,capricorn
29956,white,other and laughing about it,virgo and it&rsquo;s fun to think about
29965,white,judaism,gemini
29971,white,atheism,scorpio
29974,white,christianity,libra but it doesn&rsquo;t matter
29977,asian,catholicism but not too serious about it,taurus but it doesn&rsquo;t matter
29980,white,christianity but not too serious about it,libra and it&rsquo;s fun to think about
29981,middle eastern,agnosticism and laughing about it,virgo but it doesn&rsquo;t matter
29984,white,christianity and very serious about it,capricorn but it doesn&rsquo;t matter
29988,hispanic / latin,christianity but not too serious about it,gemini and it&rsquo;s fun to think about
29998,white,agnosticism,libra but it doesn&rsquo;t matter
29999,white,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
30003,white,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter
30004,"asian, white",agnosticism but not too serious about it,gemini and it&rsquo;s fun to think about
30005,white,atheism but not too serious about it,aquarius and it&rsquo;s fun to think about
30011,white,atheism and somewhat serious about it,libra but it doesn&rsquo;t matter
30013,hispanic / latin,christianity but not too serious about it,virgo but it doesn&rsquo;t matter
30019,white,atheism,capricorn but it doesn&rsquo;t matter
30033,white,other but not too serious about it,virgo
30035,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
30052,black,other and laughing about it,virgo but it doesn&rsquo;t matter
30053,black,christianity,virgo
30072,asian,other and laughing about it,aquarius and it&rsquo;s fun to think about
30093,"middle eastern, indian, white, other",islam but not too serious about it,cancer but it doesn&rsquo;t matter
30106,white,agnosticism but not too serious about it,cancer but it doesn&rsquo;t matter
30110,asian,christianity but not too serious about it,virgo but it doesn&rsquo;t matter
30123,white,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about
30125,white,judaism and laughing about it,aries but it doesn&rsquo;t matter
30127,white,catholicism,gemini
30131,white,agnosticism but not too serious about it,leo but it doesn&rsquo;t matter
30138,white,judaism,pisces
30139,asian,atheism and very serious about it,gemini
30143,white,agnosticism,aries
30148,white,atheism,pisces but it doesn&rsquo;t matter
30157,white,buddhism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
30159,white,catholicism and laughing about it,virgo but it doesn&rsquo;t matter
30160,asian,atheism,virgo but it doesn&rsquo;t matter
30175,white,other but not too serious about it,taurus and it&rsquo;s fun to think about
30177,asian,christianity and very serious about it,libra but it doesn&rsquo;t matter
30178,asian,atheism and laughing about it,capricorn but it doesn&rsquo;t matter
30179,"white, other",atheism,scorpio but it doesn&rsquo;t matter
30187,black,agnosticism and very serious about it,leo
30192,white,other and laughing about it,capricorn and it&rsquo;s fun to think about
30193,white,agnosticism and somewhat serious about it,capricorn and it&rsquo;s fun to think about
30195,white,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about
30200,"asian, pacific islander",other and very serious about it,leo but it doesn&rsquo;t matter
30205,white,christianity and very serious about it,capricorn but it doesn&rsquo;t matter
30207,white,christianity and very serious about it,gemini but it doesn&rsquo;t matter
30217,asian,other and laughing about it,capricorn and it&rsquo;s fun to think about
30222,white,judaism and somewhat serious about it,gemini and it&rsquo;s fun to think about
30223,white,agnosticism,capricorn but it doesn&rsquo;t matter
30225,white,catholicism but not too serious about it,pisces but it doesn&rsquo;t matter
30237,white,agnosticism,leo
30239,white,christianity but not too serious about it,sagittarius but it doesn&rsquo;t matter
30246,"white, other",catholicism but not too serious about it,aries but it doesn&rsquo;t matter
30251,white,atheism but not too serious about it,gemini but it doesn&rsquo;t matter
30270,"asian, white",catholicism,leo but it doesn&rsquo;t matter
30278,other,other,aquarius but it doesn&rsquo;t matter
30280,asian,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about
30281,asian,agnosticism but not too serious about it,pisces and it&rsquo;s fun to think about
30283,white,agnosticism and laughing about it,cancer and it&rsquo;s fun to think about
30288,other,other but not too serious about it,sagittarius and it&rsquo;s fun to think about
30298,white,atheism but not too serious about it,leo but it doesn&rsquo;t matter
30311,white,agnosticism and laughing about it,leo but it doesn&rsquo;t matter
30322,hispanic / latin,catholicism and somewhat serious about it,aries
30325,asian,buddhism and somewhat serious about it,aries and it&rsquo;s fun to think about
30328,white,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter
30341,white,judaism,taurus and it&rsquo;s fun to think about
30344,white,christianity,aquarius
30349,other,christianity and very serious about it,cancer and it&rsquo;s fun to think about
30351,white,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter
30361,"hispanic / latin, white",catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
30363,white,catholicism and somewhat serious about it,virgo but it doesn&rsquo;t matter
30365,white,agnosticism,cancer
30371,white,catholicism but not too serious about it,sagittarius but it doesn&rsquo;t matter
30375,white,judaism but not too serious about it,taurus and it&rsquo;s fun to think about
30381,white,agnosticism,pisces and it&rsquo;s fun to think about
30385,white,christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter
30399,white,catholicism but not too serious about it,sagittarius and it&rsquo;s fun to think about
30400,white,christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter
30401,white,other and somewhat serious about it,virgo and it&rsquo;s fun to think about
30407,"hispanic / latin, white",catholicism and laughing about it,libra and it&rsquo;s fun to think about
30410,white,buddhism,capricorn but it doesn&rsquo;t matter
30423,white,christianity but not too serious about it,virgo and it&rsquo;s fun to think about
30430,white,christianity but not too serious about it,gemini and it&rsquo;s fun to think about
30433,white,other and laughing about it,virgo and it&rsquo;s fun to think about
30437,black,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
30443,other,christianity and somewhat serious about it,aquarius
30450,asian,buddhism and laughing about it,sagittarius but it doesn&rsquo;t matter
30452,indian,atheism and somewhat serious about it,capricorn but it doesn&rsquo;t matter
30458,white,agnosticism,cancer and it&rsquo;s fun to think about
30459,white,agnosticism and laughing about it,pisces but it doesn&rsquo;t matter
30477,white,christianity,scorpio
30479,white,christianity,gemini
30492,white,agnosticism but not too serious about it,sagittarius but it doesn&rsquo;t matter
30496,asian,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
30499,"hispanic / latin, white",christianity and laughing about it,aries and it&rsquo;s fun to think about
30500,black,other,taurus
30508,"hispanic / latin, white",other and laughing about it,pisces and it&rsquo;s fun to think about
30518,white,agnosticism,capricorn and it&rsquo;s fun to think about
30524,white,agnosticism,virgo and it&rsquo;s fun to think about
30526,white,judaism,pisces
30528,white,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about
30532,"middle eastern, native american, hispanic / latin, white",agnosticism and very serious about it,leo but it doesn&rsquo;t matter
30538,white,atheism and somewhat serious about it,leo but it doesn&rsquo;t matter
30542,white,christianity,scorpio
30552,hispanic / latin,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about
30553,white,atheism,capricorn
30570,white,judaism,virgo
30580,white,christianity but not too serious about it,libra but it doesn&rsquo;t matter
30582,white,judaism and laughing about it,taurus
30598,pacific islander,christianity and somewhat serious about it,scorpio but it doesn&rsquo;t matter
30605,white,judaism and laughing about it,scorpio and it&rsquo;s fun to think about
30606,white,christianity and somewhat serious about it,scorpio but it doesn&rsquo;t matter
30610,white,atheism and very serious about it,taurus but it doesn&rsquo;t matter
30617,asian,agnosticism but not too serious about it,aquarius and it&rsquo;s fun to think about
30624,white,agnosticism and very serious about it,cancer but it doesn&rsquo;t matter
30634,hispanic / latin,agnosticism and laughing about it,leo and it&rsquo;s fun to think about
30654,hispanic / latin,catholicism,leo
30659,black,other,aquarius
30672,white,atheism and laughing about it,aries but it doesn&rsquo;t matter
30675,white,judaism and somewhat serious about it,cancer but it doesn&rsquo;t matter
30679,asian,christianity and somewhat serious about it,sagittarius and it&rsquo;s fun to think about
30682,other,catholicism and laughing about it,aries
30685,white,agnosticism but not too serious about it,pisces and it matters a lot
30686,hispanic / latin,catholicism and somewhat serious about it,virgo and it&rsquo;s fun to think about
30687,white,buddhism but not too serious about it,capricorn and it&rsquo;s fun to think about
30692,white,atheism,taurus
30695,white,other but not too serious about it,taurus and it&rsquo;s fun to think about
30713,asian,atheism and laughing about it,capricorn but it doesn&rsquo;t matter
30716,"hispanic / latin, white",other but not too serious about it,cancer but it doesn&rsquo;t matter
30718,"black, white, other",catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
30724,white,other and laughing about it,libra and it&rsquo;s fun to think about
30725,white,other and somewhat serious about it,gemini and it&rsquo;s fun to think about
30733,white,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about
30735,white,christianity,scorpio
30736,white,christianity,cancer but it doesn&rsquo;t matter
30739,white,other and somewhat serious about it,scorpio and it&rsquo;s fun to think about
30743,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
30745,white,judaism but not too serious about it,gemini but it doesn&rsquo;t matter
30750,white,judaism and very serious about it,libra but it doesn&rsquo;t matter
30753,hispanic / latin,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter
30754,white,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about
30763,white,catholicism but not too serious about it,scorpio but it doesn&rsquo;t matter
30766,asian,agnosticism and very serious about it,capricorn but it doesn&rsquo;t matter
30775,white,agnosticism and laughing about it,libra but it doesn&rsquo;t matter
30779,white,christianity and laughing about it,gemini but it doesn&rsquo;t matter
30791,white,judaism but not too serious about it,cancer and it&rsquo;s fun to think about
30809,white,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about
30818,black,buddhism and very serious about it,cancer and it&rsquo;s fun to think about
30822,white,catholicism but not too serious about it,scorpio and it&rsquo;s fun to think about
30826,hispanic / latin,catholicism and somewhat serious about it,aquarius and it&rsquo;s fun to think about
30828,"asian, white",catholicism but not too serious about it,libra but it doesn&rsquo;t matter
30831,white,agnosticism and laughing about it,gemini but it doesn&rsquo;t matter
30832,white,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about
30835,white,agnosticism and laughing about it,cancer and it&rsquo;s fun to think about
30838,white,judaism but not too serious about it,virgo but it doesn&rsquo;t matter
30853,black,christianity and very serious about it,leo and it&rsquo;s fun to think about
30854,white,other but not too serious about it,leo and it&rsquo;s fun to think about
30894,white,other and somewhat serious about it,pisces and it&rsquo;s fun to think about
30895,white,christianity and somewhat serious about it,pisces and it&rsquo;s fun to think about
30899,"hispanic / latin, white",christianity but not too serious about it,pisces but it doesn&rsquo;t matter
30903,white,agnosticism but not too serious about it,virgo and it&rsquo;s fun to think about
30906,white,agnosticism but not too serious about it,aries and it&rsquo;s fun to think about
30913,white,christianity and very serious about it,cancer and it&rsquo;s fun to think about
30917,white,atheism,pisces but it doesn&rsquo;t matter
30921,white,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter
30922,hispanic / latin,catholicism but not too serious about it,aries and it&rsquo;s fun to think about
30930,white,christianity,scorpio
30938,asian,atheism and somewhat serious about it,pisces but it doesn&rsquo;t matter
30944,white,catholicism and somewhat serious about it,scorpio and it matters a lot
30945,white,other and somewhat serious about it,sagittarius and it&rsquo;s fun to think about
30955,white,other but not too serious about it,leo and it matters a lot
30963,pacific islander,christianity but not too serious about it,sagittarius
30973,white,atheism,aquarius
30995,white,atheism and very serious about it,libra but it doesn&rsquo;t matter
31000,white,judaism,taurus but it doesn&rsquo;t matter
31001,white,atheism and somewhat serious about it,libra and it&rsquo;s fun to think about
31002,white,atheism,virgo but it doesn&rsquo;t matter
31006,white,atheism and somewhat serious about it,taurus but it doesn&rsquo;t matter
31007,white,other,scorpio and it&rsquo;s fun to think about
31013,"white, other",judaism but not too serious about it,pisces and it&rsquo;s fun to think about
31017,asian,catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
31023,white,judaism and somewhat serious about it,libra and it&rsquo;s fun to think about
31031,white,judaism but not too serious about it,aries but it doesn&rsquo;t matter
31033,white,christianity and very serious about it,aquarius and it&rsquo;s fun to think about
31038,white,christianity and very serious about it,virgo but it doesn&rsquo;t matter
31041,asian,catholicism but not too serious about it,aries but it doesn&rsquo;t matter
31047,white,agnosticism and laughing about it,capricorn and it&rsquo;s fun to think about
31054,asian,buddhism but not too serious about it,sagittarius and it&rsquo;s fun to think about
31057,white,agnosticism and laughing about it,virgo and it&rsquo;s fun to think about
31068,white,atheism and somewhat serious about it,gemini but it doesn&rsquo;t matter
31069,white,agnosticism but not too serious about it,virgo and it&rsquo;s fun to think about
31076,white,agnosticism but not too serious about it,sagittarius but it doesn&rsquo;t matter
31082,white,christianity but not too serious about it,cancer but it doesn&rsquo;t matter
31094,"asian, white",christianity but not too serious about it,taurus and it&rsquo;s fun to think about
31095,asian,christianity and very serious about it,gemini and it&rsquo;s fun to think about
31102,white,atheism,scorpio but it doesn&rsquo;t matter
31114,asian,catholicism but not too serious about it,aquarius and it&rsquo;s fun to think about
31119,asian,christianity but not too serious about it,aries and it&rsquo;s fun to think about
31121,"middle eastern, white",judaism,taurus
31125,white,other,cancer
31143,white,christianity and somewhat serious about it,cancer but it doesn&rsquo;t matter
31144,white,christianity and somewhat serious about it,gemini but it doesn&rsquo;t matter
31149,black,christianity and laughing about it,taurus and it&rsquo;s fun to think about
31151,white,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about
31152,hispanic / latin,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about
31193,white,other but not too serious about it,virgo and it&rsquo;s fun to think about
31203,white,atheism,cancer
31205,white,agnosticism and laughing about it,gemini and it&rsquo;s fun to think about
31211,black,other but not too serious about it,capricorn but it doesn&rsquo;t matter
31213,white,atheism,cancer but it doesn&rsquo;t matter
31214,white,atheism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
31225,white,atheism and laughing about it,scorpio and it&rsquo;s fun to think about
31230,white,christianity but not too serious about it,gemini
31235,other,agnosticism and laughing about it,scorpio and it&rsquo;s fun to think about
31249,white,agnosticism but not too serious about it,leo and it&rsquo;s fun to think about
31258,white,christianity,pisces but it doesn&rsquo;t matter
31262,"white, other",catholicism,aquarius
31263,"white, other",other and laughing about it,leo
31275,"hispanic / latin, white",christianity and very serious about it,aries and it&rsquo;s fun to think about
31279,"hispanic / latin, white",atheism,taurus
31285,white,christianity but not too serious about it,pisces and it&rsquo;s fun to think about
31301,hispanic / latin,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter
31305,hispanic / latin,christianity,cancer
31308,pacific islander,catholicism and somewhat serious about it,sagittarius but it doesn&rsquo;t matter
31309,white,catholicism but not too serious about it,leo but it doesn&rsquo;t matter
31336,asian,atheism,scorpio and it&rsquo;s fun to think about
31348,asian,atheism,gemini but it doesn&rsquo;t matter
31359,white,agnosticism but not too serious about it,virgo and it&rsquo;s fun to think about
31360,white,christianity,scorpio
31363,"asian, hispanic / latin",atheism and laughing about it,virgo but it doesn&rsquo;t matter
31367,asian,christianity,sagittarius
31368,asian,agnosticism and laughing about it,libra and it&rsquo;s fun to think about
31371,white,agnosticism and laughing about it,aquarius but it doesn&rsquo;t matter
31374,pacific islander,buddhism and somewhat serious about it,virgo and it matters a lot
31378,white,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about
31381,white,christianity but not too serious about it,aries but it doesn&rsquo;t matter
31399,white,other and laughing about it,aquarius and it&rsquo;s fun to think about
31413,white,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter
31424,white,catholicism and laughing about it,leo and it&rsquo;s fun to think about
31427,white,agnosticism,scorpio but it doesn&rsquo;t matter
31439,black,agnosticism and laughing about it,aries and it&rsquo;s fun to think about
31440,white,atheism,aquarius but it doesn&rsquo;t matter
31442,white,atheism,pisces but it doesn&rsquo;t matter
31448,white,atheism but not too serious about it,leo but it doesn&rsquo;t matter
31450,white,other and very serious about it,leo and it&rsquo;s fun to think about
31463,"black, hispanic / latin",catholicism but not too serious about it,cancer and it&rsquo;s fun to think about
31472,white,atheism and laughing about it,aquarius but it doesn&rsquo;t matter
31478,white,christianity and laughing about it,sagittarius but it doesn&rsquo;t matter
31480,asian,buddhism but not too serious about it,libra and it&rsquo;s fun to think about
31481,"asian, white",atheism and laughing about it,aquarius and it&rsquo;s fun to think about
31485,"hispanic / latin, white",christianity but not too serious about it,capricorn and it&rsquo;s fun to think about
31488,white,catholicism but not too serious about it,pisces and it&rsquo;s fun to think about
31492,"black, white",christianity,aries
31498,white,buddhism but not too serious about it,aquarius and it&rsquo;s fun to think about
31499,hispanic / latin,other but not too serious about it,sagittarius but it doesn&rsquo;t matter
31507,white,atheism and very serious about it,aries
31513,white,catholicism but not too serious about it,scorpio and it&rsquo;s fun to think about
31529,"asian, pacific islander",other and laughing about it,taurus but it doesn&rsquo;t matter
31542,white,catholicism and very serious about it,aquarius but it doesn&rsquo;t matter
31550,black,christianity,capricorn and it&rsquo;s fun to think about
31557,hispanic / latin,christianity,cancer
31561,white,judaism,cancer but it doesn&rsquo;t matter
31565,white,christianity and somewhat serious about it,cancer but it doesn&rsquo;t matter
31588,asian,atheism and laughing about it,aries but it doesn&rsquo;t matter
31595,"hispanic / latin, white",agnosticism,cancer
31616,asian,agnosticism but not too serious about it,taurus but it doesn&rsquo;t matter
31624,"asian, hispanic / latin, white, other",agnosticism and laughing about it,scorpio but it doesn&rsquo;t matter
31626,asian,buddhism and laughing about it,aries and it&rsquo;s fun to think about
31627,other,judaism but not too serious about it,sagittarius and it&rsquo;s fun to think about
31632,white,catholicism and laughing about it,aries but it doesn&rsquo;t matter
31633,"middle eastern, white, other",judaism but not too serious about it,capricorn but it doesn&rsquo;t matter
31644,white,other but not too serious about it,virgo but it doesn&rsquo;t matter
31645,asian,agnosticism and somewhat serious about it,virgo and it&rsquo;s fun to think about
31657,white,catholicism,aquarius
31660,hispanic / latin,christianity but not too serious about it,virgo and it&rsquo;s fun to think about
31678,white,atheism,aries and it&rsquo;s fun to think about
31681,white,catholicism but not too serious about it,aries and it&rsquo;s fun to think about
31700,white,agnosticism and somewhat serious about it,scorpio but it doesn&rsquo;t matter
31701,other,atheism and somewhat serious about it,aquarius and it&rsquo;s fun to think about
31703,white,atheism but not too serious about it,taurus but it doesn&rsquo;t matter
31706,pacific islander,catholicism and very serious about it,leo and it&rsquo;s fun to think about
31714,"middle eastern, white",buddhism and laughing about it,sagittarius and it&rsquo;s fun to think about
31719,white,agnosticism but not too serious about it,scorpio and it&rsquo;s fun to think about
31731,white,christianity but not too serious about it,cancer
31732,white,agnosticism but not too serious about it,libra but it doesn&rsquo;t matter
31733,white,atheism and laughing about it,aquarius and it&rsquo;s fun to think about
31755,white,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about
31766,white,judaism but not too serious about it,taurus but it doesn&rsquo;t matter
31770,black,christianity,scorpio
31774,"native american, white",other,gemini and it&rsquo;s fun to think about
31775,white,atheism and laughing about it,gemini but it doesn&rsquo;t matter
31776,"black, other",christianity and somewhat serious about it,sagittarius and it&rsquo;s fun to think about
31786,black,catholicism and laughing about it,sagittarius and it&rsquo;s fun to think about
31787,white,agnosticism but not too serious about it,aquarius but it doesn&rsquo;t matter
31789,white,christianity,scorpio and it&rsquo;s fun to think about
31790,asian,atheism and laughing about it,capricorn but it doesn&rsquo;t matter
31791,hispanic / latin,atheism and laughing about it,pisces but it doesn&rsquo;t matter
31793,black,christianity,scorpio and it&rsquo;s fun to think about
31794,white,christianity and somewhat serious about it,virgo but it doesn&rsquo;t matter
31802,white,atheism and laughing about it,scorpio but it doesn&rsquo;t matter
31804,white,judaism and laughing about it,aquarius but it doesn&rsquo;t matter
31810,asian,atheism and laughing about it,gemini and it&rsquo;s fun to think about
31813,white,atheism and very serious about it,sagittarius but it doesn&rsquo;t matter
31820,white,christianity,leo
31830,white,agnosticism,gemini and it&rsquo;s fun to think about
31832,white,agnosticism and somewhat serious about it,scorpio and it&rsquo;s fun to think about
31845,native american,buddhism and somewhat serious about it,scorpio and it&rsquo;s fun to think about
31851,hispanic / latin,catholicism,aquarius and it&rsquo;s fun to think about
31857,white,catholicism but not too serious about it,libra
31858,black,catholicism but not too serious about it,aquarius but it doesn&rsquo;t matter
31861,other,catholicism but not too serious about it,leo but it doesn&rsquo;t matter
31867,white,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about
31887,hispanic / latin,atheism and laughing about it,taurus but it doesn&rsquo;t matter
31898,white,catholicism and very serious about it,scorpio and it matters a lot
31907,white,christianity but not too serious about it,leo but it doesn&rsquo;t matter
31909,white,atheism but not too serious about it,scorpio but it doesn&rsquo;t matter
31914,white,agnosticism but not too serious about it,taurus and it&rsquo;s fun to think about
31915,white,agnosticism but not too serious about it,capricorn and it&rsquo;s fun to think about
31919,white,christianity,sagittarius
31920,asian,catholicism but not too serious about it,gemini and it&rsquo;s fun to think about
31924,white,christianity but not too serious about it,aquarius but it doesn&rsquo;t matter
31925,"asian, pacific islander, white",other and laughing about it,pisces and it&rsquo;s fun to think about
31932,white,buddhism and somewhat serious about it,aries but it doesn&rsquo;t matter
31935,white,buddhism but not too serious about it,sagittarius
31961,white,agnosticism,pisces but it doesn&rsquo;t matter
31962,hispanic / latin,catholicism and laughing about it,libra and it&rsquo;s fun to think about
31975,white,other and laughing about it,pisces but it doesn&rsquo;t matter
31977,white,agnosticism and laughing about it,capricorn and it&rsquo;s fun to think about
31982,white,christianity and somewhat serious about it,cancer but it doesn&rsquo;t matter
31990,white,buddhism and laughing about it,sagittarius and it&rsquo;s fun to think about
31997,white,agnosticism but not too serious about it,sagittarius and it&rsquo;s fun to think about
32005,asian,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about
32011,white,catholicism and somewhat serious about it,pisces but it doesn&rsquo;t matter
32014,asian,other and laughing about it,pisces
32030,white,agnosticism,libra
