id,age,status,sex,orientation,body_type,diet,drinks,drugs,education,height,income,offspring,pets,smokes
30532,27,0,0,1,1,4,2,1,1,73.0,50000,0,5,0
30538,27,2,0,0,1,0,3,1,1,69.0,0,0,2,0
30542,26,0,1,0,2,0,2,0,1,67.0,0,0,0,0
30552,26,0,1,2,2,0,2,0,1,62.0,0,0,1,1
30553,27,0,0,0,4,0,2,0,1,73.0,0,0,2,0
30570,43,0,0,0,2,0,1,0,1,69.0,0,3,1,0
30580,54,0,0,0,4,0,2,1,0,70.0,80000,3,1,0
30582,25,0,1,0,0,0,2,0,2,62.0,0,0,1,0
30598,26,0,0,0,4,0,2,0,1,67.0,0,1,1,0
30605,26,0,0,0,4,0,3,0,1,71.0,50000,0,0,0
30606,42,0,1,0,1,0,2,0,6,66.0,0,3,0,2
30610,30,1,0,0,2,0,2,1,1,76.0,1000000,0,0,0
30617,23,0,1,0,1,0,2,0,1,62.0,20000,0,1,0
30624,57,0,1,0,2,1,2,0,1,64.0,0,0,0,0
30634,31,0,0,2,1,0,2,0,1,69.0,0,2,0,0
30654,49,0,0,0,4,0,2,0,0,69.0,60000,2,2,4
30659,51,0,1,2,2,0,0,0,0,67.0,0,0,0,0
30672,66,0,0,0,4,0,3,0,1,72.0,0,2,0,0
30675,35,0,1,0,1,0,2,0,2,63.0,0,1,5,0
30679,57,0,1,0,1,0,3,1,0,60.0,0,2,0,4
30682,24,0,1,0,2,0,2,0,1,62.0,0,1,1,0
30685,29,0,0,0,1,0,0,0,1,68.0,40000,0,0,0
30686,24,0,1,0,2,0,2,0,1,59.0,0,1,0,0
30687,43,0,0,0,4,0,2,0,2,75.0,60000,0,0,0
30692,31,0,0,0,4,0,2,1,1,76.0,30000,0,0,0
30695,25,0,0,2,4,1,1,0,1,70.0,0,1,0,0
30713,27,0,0,0,0,0,2,1,1,68.0,0,0,0,0
30716,61,0,1,0,1,0,2,0,1,62.0,0,3,0,0
30718,27,0,1,0,2,0,2,0,1,68.0,0,1,0,0
30724,46,0,1,0,4,1,5,0,6,64.0,0,0,0,2
30725,32,0,1,2,2,0,2,0,1,64.0,0,2,2,0
30733,36,0,1,0,1,0,2,1,1,63.0,60000,0,0,0
30735,22,0,1,0,1,0,2,0,1,61.0,0,0,0,3
30736,35,0,1,0,0,0,2,0,1,68.0,0,1,1,0
30739,57,0,1,0,1,0,2,0,1,64.0,70000,2,0,0
30743,32,0,1,0,4,0,2,0,1,64.0,0,1,0,0
30745,53,0,1,0,2,0,2,0,2,65.0,70000,2,1,0
30750,39,0,1,2,2,0,1,1,2,70.0,40000,0,0,0
30753,36,0,1,0,2,0,2,0,1,63.0,0,1,0,0
30754,43,0,0,0,4,0,2,0,3,71.0,0,2,1,0
30763,52,0,1,0,0,0,2,0,1,68.0,0,2,0,0
30766,45,0,1,0,0,0,2,0,2,63.0,0,1,0,0
30775,28,0,0,0,4,0,2,0,2,73.0,70000,0,0,0
30779,24,0,0,0,4,0,2,0,1,75.0,0,1,1,1
30791,62,0,1,0,1,1,2,0,2,64.0,40000,2,1,0
30809,21,0,1,0,2,1,2,0,1,61.0,0,0,1,0
30818,30,0,1,0,2,1,2,0,1,65.0,30000,1,1,2
30822,26,0,0,0,0,0,3,1,1,70.0,0,0,0,3
30826,28,0,0,0,4,0,2,0,1,66.0,0,0,0,0
30828,31,0,0,0,4,0,1,0,1,72.0,0,0,1,0
30831,31,0,0,0,1,0,2,0,1,70.0,0,1,0,0
30832,33,0,0,0,1,0,1,0,2,70.0,30000,0,1,0
30835,39,0,0,0,1,0,2,1,1,73.0,70000,2,2,0
30838,64,0,0,0,4,1,2,0,3,69.0,150000,3,0,0
30853,23,0,1,0,1,0,2,0,1,67.0,0,0,1,0
30854,47,0,1,0,2,0,1,0,0,62.0,0,0,0,2
30894,34,0,1,0,4,0,1,0,1,69.0,100000,1,0,0
30895,44,0,1,0,3,0,0,0,1,63.0,0,2,0,4
30899,36,0,0,0,4,0,2,0,1,76.0,0,1,0,0
30903,22,0,0,0,1,0,2,0,1,76.0,0,1,0,0
30906,33,0,1,0,4,0,2,0,1,69.0,0,1,1,0
30913,41,0,1,0,1,0,2,0,1,54.0,0,2,0,0
30917,28,0,0,0,0,0,2,0,1,68.0,100000,0,2,0
30921,26,0,1,0,4,0,2,0,2,67.0,0,1,1,0
30922,24,0,1,0,2,0,2,0,1,66.0,0,2,0,0
30930,29,0,0,0,4,0,2,0,3,70.0,0,1,0,0
30938,25,0,0,0,1,0,0,0,0,68.0,20000,0,5,0
30944,49,0,1,0,2,0,2,0,1,67.0,20000,1,1,0
30945,21,0,0,0,1,0,2,0,1,73.0,20000,1,0,3
30955,23,0,1,0,0,0,0,0,0,68.0,30000,2,1,2
30963,42,0,0,1,2,0,2,0,1,66.0,0,0,1,0
30973,39,1,0,0,5,0,3,0,6,76.0,0,2,0,0
30995,46,0,0,1,2,0,3,0,4,70.0,0,0,2,0
31000,39,0,1,0,1,0,3,0,1,69.0,0,1,1,0
31001,35,0,0,0,4,0,2,0,1,72.0,30000,1,1,0
31002,29,0,1,2,2,1,3,1,1,68.0,0,0,1,1
31006,29,0,0,0,4,4,2,1,1,71.0,0,0,0,1
31007,22,0,0,0,4,0,2,0,1,76.0,0,1,0,0
31013,50,0,1,0,0,0,2,0,2,61.0,0,0,1,0
31017,41,0,1,0,2,0,2,0,1,64.0,0,2,1,0
31023,45,0,1,0,2,0,2,0,1,65.0,100000,3,1,0
31031,42,0,1,0,4,0,2,0,1,63.0,150000,2,0,0
31033,24,0,1,0,2,0,2,0,2,67.0,20000,1,0,0
31038,31,0,1,0,1,0,2,0,1,66.0,0,1,0,0
31041,26,0,1,0,1,0,2,0,1,67.0,40000,1,1,1
31047,30,0,0,0,4,0,2,0,5,72.0,0,0,0,0
31054,41,0,1,0,4,0,1,0,2,62.0,0,1,0,0
31057,26,0,1,0,2,0,2,0,1,64.0,0,0,0,0
31068,33,0,0,0,1,0,1,0,2,76.0,0,0,1,0
31069,20,0,0,0,4,0,2,1,1,72.0,0,0,1,3
31076,25,0,1,0,2,0,2,0,3,66.0,20000,1,0,0
31082,67,0,1,0,1,0,2,0,0,66.0,60000,2,0,0
31094,43,0,1,0,4,0,2,0,1,65.0,0,0,1,0
31095,30,0,1,0,0,0,1,0,2,63.0,0,1,1,0
31102,27,0,0,0,1,0,1,0,1,75.0,0,1,0,0
31114,34,0,1,0,4,1,2,0,1,64.0,0,1,0,0
31119,20,0,1,0,2,0,2,0,1,64.0,0,1,0,3
31121,26,0,0,0,1,0,2,0,1,73.0,0,0,1,0
31125,25,0,1,2,1,0,2,1,1,61.0,20000,0,0,4
31143,24,0,1,0,1,0,2,0,1,63.0,0,0,1,0
31144,49,0,0,0,4,0,2,0,1,70.0,70000,2,2,0
31149,20,0,0,0,4,0,3,0,0,67.0,0,1,0,3
31151,31,0,0,0,1,0,2,0,1,72.0,0,2,0,0
31152,18,0,0,2,4,0,1,1,0,67.0,0,1,0,3
31193,23,0,1,0,4,0,2,0,1,69.0,20000,1,0,0
31203,27,0,0,0,1,0,2,1,1,69.0,20000,1,0,0
31205,40,0,1,0,1,0,2,0,1,67.0,0,2,1,0
31211,25,0,0,0,0,0,1,1,1,68.0,30000,0,0,0
31213,26,0,0,0,1,1,2,1,1,72.0,0,0,0,3
31214,24,1,0,2,4,0,2,1,1,66.0,0,0,2,0
31225,29,0,1,0,2,0,2,0,1,70.0,0,1,0,0
31230,40,0,1,0,1,0,2,0,1,65.0,0,2,0,0
31235,33,0,0,0,4,0,2,0,1,67.0,0,0,0,0
31249,21,0,1,0,1,0,3,0,1,69.0,0,0,1,0
31258,27,2,0,1,1,1,2,0,2,74.0,0,1,0,0
31262,39,0,0,0,1,0,1,0,1,69.0,0,1,1,0
31263,27,0,0,0,4,4,2,0,1,70.0,0,1,0,3
31275,22,0,0,0,0,4,2,0,0,65.0,0,1,0,0
31279,40,0,0,0,4,0,0,0,6,69.0,0,0,0,0
31285,67,0,0,0,2,0,2,0,1,69.0,0,0,2,0
31301,27,0,0,0,4,0,2,0,3,73.0,0,0,1,0
31305,21,0,1,0,0,0,1,0,1,63.0,20000,0,1,0
31308,36,0,0,0,4,0,2,0,1,69.0,0,1,1,2
31309,37,0,0,0,2,0,1,0,1,74.0,0,1,0,0
31336,23,0,1,0,1,0,2,0,1,64.0,0,0,1,0
31348,39,0,1,0,0,1,2,0,3,63.0,0,1,1,0
31359,27,2,1,0,0,0,1,0,1,66.0,0,1,0,0
31360,46,0,1,0,1,0,2,0,0,67.0,0,0,0,0
31363,25,0,0,2,1,0,2,1,1,68.0,0,0,0,0
31367,32,0,1,0,1,1,0,0,6,63.0,50000,1,1,0
31368,24,0,0,0,4,0,2,1,1,69.0,0,1,0,1
31371,40,0,1,0,2,0,3,1,2,69.0,0,0,0,1
31374,52,0,0,0,4,0,2,0,1,68.0,100000,2,0,3
31378,31,0,0,0,0,0,3,1,1,68.0,30000,1,0,3
31381,38,0,0,0,4,0,1,0,3,72.0,0,1,0,0
31399,50,0,0,0,4,1,2,0,1,64.0,0,1,1,0
31413,23,0,0,0,4,0,2,0,1,68.0,0,0,0,0
31424,41,0,0,0,1,0,2,0,1,66.0,0,2,0,0
31427,36,0,0,0,4,0,2,0,5,73.0,150000,1,0,0
31439,28,0,0,0,1,0,2,0,1,69.0,100000,0,0,0
31440,33,0,1,0,2,0,2,0,2,64.0,0,1,1,0
31442,28,0,0,0,0,0,2,0,1,69.0,0,1,0,0
31448,28,1,0,0,1,0,2,1,1,76.0,0,0,2,0
31450,28,0,0,0,4,1,2,1,1,71.0,30000,0,1,0
31463,41,0,1,0,2,0,1,0,1,60.0,20000,2,0,0
31472,22,0,0,0,4,0,2,1,1,69.0,0,1,0,0
31478,39,0,0,0,0,0,0,0,1,69.0,100000,0,2,0
31480,36,0,1,0,0,0,2,0,2,60.0,0,1,1,0
31481,22,0,0,0,4,0,3,2,1,72.0,20000,2,1,1
31485,27,0,1,0,1,0,2,0,1,64.0,0,1,0,4
31488,52,0,1,0,3,0,1,0,1,61.0,0,2,0,0
31492,24,0,1,0,1,0,2,0,1,67.0,30000,2,0,0
31498,58,0,0,0,4,0,1,0,1,73.0,0,2,2,0
31499,34,0,1,0,2,1,2,1,2,62.0,40000,0,0,3
31507,31,0,1,0,4,1,2,1,3,64.0,0,0,0,1
31513,28,0,0,0,4,0,0,0,1,75.0,0,0,0,0
31529,33,0,0,0,4,0,4,1,6,67.0,0,0,1,0
31542,23,0,1,0,4,0,2,0,2,67.0,0,1,1,0
31550,30,0,0,0,4,0,2,0,1,70.0,50000,1,0,1
31557,46,0,1,0,1,0,2,0,2,71.0,60000,0,1,0
31561,35,0,0,0,4,0,2,0,3,69.0,0,1,1,0
31565,28,0,1,0,1,0,2,0,1,62.0,0,1,1,0
31588,22,0,0,0,4,0,2,0,1,66.0,20000,1,0,0
31595,23,0,0,1,0,0,2,0,0,74.0,0,0,1,3
31616,38,0,0,0,1,0,0,0,1,70.0,0,1,2,0
31624,30,0,0,0,4,0,2,1,1,71.0,0,1,0,1
31626,26,0,0,1,1,0,2,0,1,70.0,0,0,0,0
31627,31,0,1,0,1,0,2,0,1,62.0,0,1,1,0
31632,23,0,0,0,1,0,2,1,1,71.0,20000,0,1,1
31633,22,0,0,0,4,3,2,0,1,72.0,500000,1,1,0
31644,55,3,0,0,4,0,2,0,1,70.0,0,2,1,0
31645,22,0,1,0,3,0,1,0,1,66.0,40000,1,0,0
31657,41,0,0,0,4,0,2,0,1,75.0,0,1,1,0
31660,34,0,0,0,4,0,1,0,1,66.0,0,2,1,0
31678,46,0,1,0,1,0,2,0,1,66.0,0,0,0,0
31681,31,0,1,0,4,0,1,0,2,68.0,0,1,0,0
31700,41,0,0,0,4,0,2,0,1,71.0,0,1,1,0
31701,29,0,0,0,1,0,2,0,2,66.0,0,1,0,0
31703,26,0,0,2,1,0,2,0,1,69.0,60000,0,0,0
31706,25,0,1,0,4,0,3,0,1,61.0,0,0,5,0
31714,38,0,1,0,4,0,3,1,2,63.0,50000,1,0,0
31719,28,0,0,1,1,0,2,0,1,72.0,0,1,0,0
31731,21,0,0,0,1,0,2,0,0,67.0,0,0,0,0
31732,23,0,0,0,0,0,2,1,1,74.0,40000,0,0,4
31733,47,2,0,1,3,1,0,0,1,76.0,150000,1,1,0
31755,38,0,0,0,1,0,2,1,2,67.0,0,0,2,0
31766,67,0,1,0,0,0,2,0,2,62.0,0,2,0,0
31770,56,0,1,0,2,0,2,0,0,62.0,0,2,1,0
31774,20,0,0,0,0,0,3,1,1,74.0,0,0,0,4
31775,39,2,1,1,1,0,2,1,1,72.0,0,0,2,0
31776,21,2,1,0,2,1,5,0,1,71.0,0,1,0,0
31786,26,0,0,0,2,0,2,1,2,75.0,0,1,1,3
31787,37,0,0,0,1,0,1,0,1,75.0,0,0,0,0
31789,46,0,0,0,1,0,2,0,1,70.0,80000,2,0,0
31790,32,0,0,0,0,0,0,0,1,69.0,0,0,1,0
31791,31,0,0,0,0,0,2,1,2,67.0,0,0,1,0
31793,33,0,1,0,4,1,2,0,2,64.0,40000,2,1,0
31794,27,0,1,0,2,0,0,0,1,65.0,20000,1,0,0
31802,23,0,0,0,2,0,2,1,1,70.0,100000,0,0,0
31804,30,0,0,0,1,1,2,0,1,69.0,0,1,0,0
31810,29,0,0,0,4,0,3,0,1,71.0,0,0,0,0
31813,32,0,0,0,1,1,0,0,1,68.0,0,0,0,0
31820,26,0,1,0,1,0,2,0,1,67.0,1000000,0,1,0
31830,33,0,0,0,0,0,3,1,6,66.0,40000,0,1,0
31832,29,0,0,0,1,0,2,0,0,72.0,100000,0,0,1
31845,27,0,1,2,2,1,0,0,2,69.0,0,0,0,0
31851,25,0,1,0,0,0,2,0,1,61.0,0,1,0,0
31857,38,0,1,0,1,0,2,0,0,64.0,0,2,1,3
31858,39,0,1,0,1,0,2,0,1,66.0,0,1,0,0
31861,55,0,1,0,2,0,1,0,1,60.0,0,3,3,0
31867,30,0,0,0,4,0,1,0,1,70.0,0,1,0,0
31887,31,0,0,0,4,0,3,1,0,72.0,0,0,1,3
31898,65,0,1,0,2,0,2,0,2,67.0,30000,2,0,0
31907,33,0,0,0,4,0,2,0,2,71.0,0,0,0,0
31909,43,0,0,0,4,0,2,0,1,73.0,0,2,1,0
31914,36,0,0,0,1,0,2,0,1,71.0,0,0,2,0
31915,39,0,1,0,2,0,3,0,1,66.0,0,2,0,0
31919,47,0,1,0,0,0,2,0,1,65.0,60000,3,1,0
31920,46,0,1,0,2,0,2,0,1,64.0,0,1,0,0
31924,30,0,0,2,3,0,2,0,1,76.0,50000,2,0,1
31925,37,0,0,0,4,0,1,0,1,72.0,70000,1,1,3
31932,60,0,1,1,2,4,0,0,3,64.0,0,0,0,0
31935,59,0,1,0,1,0,1,0,1,66.0,0,0,0,0
31961,33,0,0,0,4,0,2,0,1,74.0,0,1,0,1
31962,38,0,1,0,1,0,2,0,4,64.0,0,2,0,0
31975,35,0,1,0,2,0,3,1,1,66.0,0,0,1,3
31977,26,0,1,0,0,0,2,1,1,66.0,0,0,0,3
31982,58,0,1,0,1,0,2,0,0,64.0,70000,2,2,0
31990,66,0,0,0,0,0,0,0,1,74.0,50000,2,1,0
31997,19,0,1,2,3,0,2,0,1,64.0,0,1,0,1
32005,21,0,0,0,2,0,2,0,1,67.0,0,0,1,0
32011,54,0,1,0,4,0,2,0,1,63.0,80000,2,1,0
32014,30,0,0,0,1,0,0,0,1,66.0,0,0,2,0
32030,63,0,1,0,0,0,1,0,1,71.0,0,2,2,0
32034,36,0,0,0,4,0,0,0,4,69.0,0,0,1,0
32041,26,0,1,2,5,4,2,0,6,64.0,20000,0,0,0
32056,33,0,1,0,4,0,1,0,2,63.0,0,1,0,0
32076,18,0,0,0,2,0,4,1,1,74.0,0,0,2,4
32080,35,0,1,0,5,0,1,0,1,62.0,1000000,1,1,0
32082,21,0,0,0,1,0,2,1,3,75.0,0,2,0,3
32095,31,0,1,0,2,0,2,0,2,65.0,60000,1,1,0
32097,62,0,0,0,4,0,2,0,4,70.0,150000,2,0,0
32099,46,0,1,0,4,0,2,1,1,64.0,0,0,0,0
32108,37,0,0,1,1,0,2,0,1,68.0,0,0,0,0
32112,32,0,1,0,1,0,2,0,1,68.0,0,0,1,0
32113,69,0,0,0,4,0,2,0,5,66.0,0,2,1,0
32116,30,0,0,0,0,1,1,0,1,70.0,0,1,0,0
32129,42,0,0,0,4,0,2,0,3,71.0,0,2,2,0
32136,35,0,1,0,0,0,0,0,3,66.0,0,0,0,0
32145,28,0,0,0,4,0,3,1,1,69.0,0,0,0,4
32147,26,0,1,1,2,0,2,0,1,65.0,0,1,1,0
32155,26,0,1,0,5,0,4,1,1,73.0,50000,0,0,4
32169,33,0,1,0,4,0,2,0,1,62.0,0,1,0,0
32170,30,0,1,0,2,0,1,0,5,64.0,0,2,1,0
32180,28,1,0,0,4,0,2,0,1,72.0,70000,2,0,0
32206,33,0,0,0,0,0,4,1,1,70.0,1000000,1,0,4
32218,35,1,1,2,5,0,2,1,1,65.0,20000,0,0,0
32230,21,0,1,0,1,0,2,1,1,64.0,0,1,0,0
32235,20,0,0,0,1,0,0,0,1,70.0,0,0,0,0
32244,26,0,0,1,5,0,2,1,1,73.0,30000,1,0,0
32248,32,0,1,0,1,1,2,1,2,64.0,0,0,0,0
32253,38,0,1,0,1,0,2,0,1,67.0,0,0,0,0
32258,50,0,1,0,2,0,1,0,1,64.0,0,0,0,2
32265,27,0,0,0,0,0,2,1,1,67.0,0,1,0,4
32267,54,0,0,0,5,0,2,0,1,71.0,50000,2,0,0
32272,24,0,0,0,1,0,2,1,2,66.0,0,0,0,0
32273,54,0,0,0,4,0,2,0,0,75.0,30000,2,0,0
32280,26,0,0,0,2,0,2,0,1,69.0,0,0,2,3
32288,28,0,1,0,4,0,3,0,1,66.0,0,1,0,0
32290,48,0,0,0,4,0,2,0,1,68.0,0,0,1,0
32291,30,1,1,1,4,1,0,0,1,68.0,0,1,0,0
32305,47,0,0,0,1,4,0,0,0,69.0,0,2,0,2
32351,38,0,0,0,4,0,2,0,3,71.0,100000,1,0,0
32364,53,0,0,0,1,1,1,0,2,69.0,0,1,0,0
32370,24,0,1,0,4,0,2,0,1,62.0,0,0,1,0
32375,44,0,0,0,4,0,2,0,1,72.0,70000,1,1,0
32377,36,0,0,2,4,0,2,1,1,73.0,0,0,2,0
32381,24,0,0,0,1,0,3,0,1,72.0,0,0,1,0
32384,23,0,1,2,1,0,2,2,6,68.0,0,0,1,4
32386,21,0,1,0,1,0,0,0,1,64.0,0,0,0,0
32399,23,0,0,1,4,0,2,1,1,70.0,20000,1,1,3
32401,29,0,1,0,4,0,2,0,1,68.0,0,1,1,0
32402,27,0,1,0,1,0,2,0,2,61.0,0,0,0,0
32403,39,0,0,0,4,0,4,0,1,73.0,100000,1,0,2
32404,39,0,1,0,1,0,2,1,1,68.0,0,1,1,3
32406,19,2,1,0,0,0,3,0,1,66.0,0,0,0,0
32408,45,2,0,0,1,0,2,0,1,72.0,60000,2,0,0
32414,41,0,0,1,2,0,2,0,2,71.0,100000,0,0,0
32438,23,0,0,0,4,0,2,0,1,69.0,0,1,1,0
32442,60,0,1,1,5,0,0,0,6,68.0,0,2,0,0
32446,49,0,0,0,2,0,1,1,1,71.0,100000,2,1,2
32449,29,0,1,2,4,0,0,1,2,65.0,0,1,0,0
32453,34,0,0,0,1,0,2,0,2,69.0,0,1,1,0
32454,33,0,0,0,4,0,3,0,2,73.0,0,0,0,0
32462,28,0,0,1,4,0,2,0,2,68.0,0,0,1,0
32473,42,0,0,0,4,0,2,1,1,70.0,0,0,1,0
32484,46,0,1,0,1,0,2,0,1,63.0,80000,2,0,0
32499,49,0,0,1,4,0,1,0,1,69.0,0,0,1,0
32503,52,0,0,0,1,0,2,0,5,71.0,0,2,0,0
32509,31,0,1,0,1,4,2,0,1,67.0,0,0,1,0
32511,57,0,1,0,1,0,2,0,2,66.0,80000,3,0,0
32517,35,0,0,0,4,1,2,0,2,76.0,250000,1,0,0
32560,52,0,0,0,4,1,2,0,1,72.0,0,2,0,0
32572,33,0,0,0,1,0,3,0,1,68.0,100000,0,1,0
32577,42,0,0,0,4,4,5,0,1,70.0,0,0,0,0
32580,26,0,1,0,2,0,1,0,1,67.0,0,1,1,0
32584,42,0,0,1,4,0,1,0,1,70.0,0,0,0,0
32606,53,0,1,0,2,0,2,0,2,64.0,0,2,1,0
32618,29,0,0,0,1,0,2,0,1,75.0,0,1,1,0
32622,54,0,1,0,1,0,2,0,1,65.0,0,0,0,0
32623,62,0,1,0,2,0,2,0,1,64.0,0,2,2,0
32624,25,0,1,0,2,0,5,0,1,66.0,0,1,0,0
32626,29,0,1,0,4,0,2,0,1,63.0,0,1,0,0
32633,30,0,1,0,1,1,0,0,2,67.0,20000,1,0,0
32644,24,0,1,2,2,0,0,1,1,67.0,20000,3,1,4
32654,61,0,0,0,0,4,2,1,4,68.0,0,2,0,0
32655,37,0,0,0,4,0,2,0,1,72.0,80000,2,0,0
32663,34,0,0,0,4,0,1,0,3,72.0,50000,0,1,0
32664,45,0,1,0,4,0,2,0,3,67.0,0,3,0,0
32666,64,0,0,0,2,0,3,1,4,70.0,0,2,1,0
32669,25,0,1,0,2,1,2,1,1,66.0,20000,0,0,1
32673,48,0,1,0,4,0,2,0,2,68.0,0,2,1,0
32685,49,0,0,0,2,0,2,0,1,69.0,0,0,1,0
32690,29,0,1,0,1,0,2,1,1,68.0,0,0,1,3
32697,23,0,0,0,1,0,0,0,1,70.0,0,1,1,0
32699,39,0,1,0,4,1,2,0,1,62.0,0,3,1,0
32702,43,0,1,0,4,1,2,0,3,61.0,0,0,0,0
32716,45,0,0,0,4,0,2,0,1,73.0,80000,2,1,0
32718,30,0,0,1,1,0,3,0,1,70.0,0,0,1,0
32724,48,0,0,1,4,0,2,0,1,72.0,70000,0,0,0
32735,28,0,0,0,4,1,1,0,3,70.0,0,1,2,0
32761,25,0,1,0,2,0,3,1,1,67.0,0,0,2,4
32773,32,0,1,2,4,0,1,0,1,69.0,0,0,1,0
32787,49,0,0,0,1,0,2,0,1,71.0,0,2,0,0
32789,54,0,0,1,4,0,2,0,1,72.0,0,0,0,0
32793,52,0,1,0,0,4,2,0,1,62.0,0,3,1,0
32799,33,0,0,0,4,0,2,0,1,68.0,0,1,0,0
32801,20,0,0,0,5,0,2,2,6,74.0,80000,3,2,2
32804,50,0,0,0,4,0,3,0,4,69.0,0,0,0,0
32825,30,0,0,0,1,0,2,0,1,70.0,0,0,0,0
32844,47,0,1,0,4,1,2,0,1,64.0,0,0,1,0
32847,51,0,0,1,4,0,2,0,1,71.0,40000,0,0,0
32859,31,0,0,0,5,4,1,1,6,71.0,0,1,0,2
32860,31,0,0,0,4,0,3,1,1,73.0,0,0,1,4
32875,27,0,0,0,1,1,2,0,1,72.0,0,0,2,0
32876,36,0,0,0,4,0,2,1,1,72.0,0,0,0,0
32878,40,0,0,0,0,0,2,0,1,73.0,20000,1,1,0
32882,48,0,0,0,4,0,1,0,2,72.0,0,2,0,0
32908,44,0,0,1,4,0,2,0,2,72.0,100000,1,1,0
32912,19,0,0,1,1,0,0,0,1,70.0,20000,1,2,0
32915,28,0,0,0,1,0,3,1,1,71.0,0,0,1,3
32921,33,0,0,0,4,0,2,0,1,71.0,0,1,0,0
32926,29,0,0,0,0,0,1,0,1,68.0,100000,1,0,0
32931,45,0,0,0,1,0,2,0,1,72.0,0,2,0,0
32933,50,0,1,0,4,0,2,0,1,66.0,0,0,1,0
32943,34,0,1,0,1,1,2,1,1,69.0,0,1,1,0
32945,33,1,1,0,2,0,2,0,0,64.0,0,1,1,0
32951,48,0,0,0,4,0,2,0,1,69.0,80000,2,0,0
32952,53,0,0,1,1,0,3,0,1,72.0,0,0,0,0
32956,40,0,1,0,2,0,2,0,1,64.0,0,1,0,0
32958,29,0,1,0,4,0,2,0,1,70.0,0,1,0,0
32980,23,0,0,0,0,0,2,0,2,71.0,20000,1,0,0
32988,41,0,0,0,2,0,2,0,2,63.0,70000,0,0,0
33016,68,0,0,0,0,0,1,0,2,70.0,50000,0,1,0
33019,35,0,0,0,1,0,2,0,2,71.0,0,0,1,0
33022,32,0,1,0,1,0,2,0,1,63.0,0,1,1,0
33023,22,0,1,0,4,0,2,0,1,66.0,0,0,1,0
33025,29,0,1,0,2,0,2,0,1,67.0,0,1,0,0
33029,35,0,0,0,4,0,2,0,1,69.0,0,1,1,0
33036,56,0,0,0,4,0,2,0,1,70.0,0,2,0,0
33037,64,0,0,0,4,0,2,0,4,70.0,0,2,0,0
33038,28,0,0,0,4,0,2,0,1,71.0,30000,0,0,0
33048,41,0,0,0,1,0,2,0,4,72.0,250000,1,0,0
33052,41,0,0,0,3,0,2,0,1,69.0,0,1,0,0
33069,56,0,1,0,1,0,2,0,1,65.0,80000,0,0,0
33074,29,0,1,0,1,0,2,0,1,61.0,0,0,1,0
33083,49,0,1,0,1,0,2,0,1,60.0,0,0,0,0
33104,49,0,0,1,4,0,0,0,4,63.0,0,0,0,0
33121,51,0,0,0,1,0,1,1,1,66.0,0,2,0,4
33127,62,0,1,0,1,1,3,0,1,67.0,0,0,1,0
33129,45,0,0,0,4,0,2,0,1,70.0,0,2,0,0
33131,56,0,1,0,0,0,1,0,0,62.0,0,3,0,0
33136,51,0,0,0,2,0,2,0,1,60.0,0,2,0,0
33137,33,0,0,0,1,0,2,0,1,76.0,0,2,0,4
33138,53,0,0,1,2,0,2,0,1,69.0,0,0,1,0
33141,25,0,0,0,4,0,2,0,1,70.0,0,1,1,1
33145,37,0,0,0,4,0,2,0,2,73.0,150000,2,1,0
33150,37,0,0,0,4,0,2,1,2,65.0,0,0,0,1
33153,30,0,0,0,5,0,1,0,0,74.0,0,1,2,4
33161,28,0,1,0,4,1,0,0,2,67.0,0,1,0,0
33162,34,0,1,0,2,0,2,0,1,68.0,0,0,1,0
33180,33,0,1,0,1,1,2,0,3,61.0,0,1,3,0
33190,31,0,0,0,4,0,2,0,1,72.0,100000,1,0,0
33202,33,0,1,0,4,0,2,0,2,66.0,0,0,0,0
33221,26,0,1,0,1,0,2,1,2,65.0,0,1,0,0
33238,57,0,1,0,4,4,0,1,2,68.0,0,3,0,0
33245,39,0,1,0,0,0,2,0,1,67.0,0,2,1,0
33246,26,0,0,0,0,0,0,0,1,75.0,0,0,0,2
33249,37,0,0,0,1,0,2,0,4,67.0,0,2,1,0
33261,31,0,1,0,1,0,3,1,1,68.0,0,0,1,1
33275,41,0,1,0,2,0,2,0,1,66.0,0,0,0,0
33279,23,0,1,0,0,1,2,1,1,61.0,0,0,5,4
33281,38,0,1,2,1,0,1,0,2,68.0,0,1,0,0
33293,20,0,1,2,4,1,0,0,1,65.0,0,0,1,0
33313,22,0,0,0,1,0,0,0,1,68.0,0,1,0,0
33320,22,0,1,0,1,0,2,1,1,65.0,0,0,0,0
33329,36,0,1,0,1,0,2,0,2,62.0,0,1,1,0
33341,35,0,0,1,1,1,4,1,1,67.0,30000,0,0,0
33345,45,0,1,0,2,0,2,0,2,64.0,0,0,1,0
33348,54,0,1,0,4,0,2,0,2,68.0,0,0,0,0
33350,28,0,0,0,4,0,2,0,1,73.0,0,1,2,0
33373,25,0,0,0,0,0,2,1,1,73.0,0,0,0,3
33376,23,0,0,0,1,0,1,1,1,75.0,20000,1,0,0
33377,58,0,1,0,4,0,2,0,2,65.0,0,2,0,0
33380,30,0,1,0,0,4,2,0,1,68.0,0,0,1,0
33394,57,0,1,0,0,0,2,1,1,64.0,0,2,0,3
33395,42,0,1,0,2,0,2,0,1,71.0,0,2,0,3
33398,53,0,0,0,1,0,0,0,1,70.0,30000,0,0,0
33404,34,0,1,0,4,0,0,0,0,59.0,0,1,0,0
