age,status,sex,orientation,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,last_online,location,offspring,pets,religion,sign,smokes,speaks,id
30,available,f,gay,athletic,mostly vegetarian,not at all,never,graduated from college/university,white,68.0,-1,student,2012-06-30-21-47,"oakland, california","doesn't have kids, but wants them",likes dogs and has cats,other,gemini and it&rsquo;s fun to think about,no,"english (fluently), portuguese (okay)",32291
47,single,m,straight,average,other,not at all,never,graduated from high school,white,69.0,-1,law / legal services,2012-06-28-07-16,"walnut creek, california",has kids,likes dogs and has cats,christianity and laughing about it,aquarius but it doesn&rsquo;t matter,trying to quit,english,32305
38,single,m,straight,fit,strictly anything,socially,never,graduated from ph.d program,white,71.0,100000,science / tech / engineering,2012-06-29-00-50,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), c++ (fluently), chinese (poorly)",32351
53,single,m,straight,average,mostly vegetarian,rarely,never,graduated from masters program,white,69.0,-1,education / academia,2012-06-30-21-49,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,other and laughing about it,leo but it doesn&rsquo;t matter,no,english,32364
24,single,f,straight,fit,mostly anything,socially,never,graduated from college/university,white,62.0,-1,other,2012-06-30-21-49,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,other,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",32370
44,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,72.0,70000,sales / marketing / biz dev,2012-06-30-14-57,"menlo park, california","doesn't have kids, but might want them",likes dogs,agnosticism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,english (fluently),32375
36,single,m,bisexual,fit,anything,socially,sometimes,graduated from college/university,white,73.0,-1,science / tech / engineering,2012-06-29-19-33,"oakland, california",doesn't want kids,dislikes dogs and has cats,atheism but not too serious about it,sagittarius but it doesn&rsquo;t matter,no,english (fluently),32377
24,single,m,straight,average,anything,often,never,graduated from college/university,white,72.0,-1,science / tech / engineering,2012-06-30-10-36,"san francisco, california",doesn't have kids,likes dogs,judaism and somewhat serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), hebrew (poorly)",32381
23,single,f,bisexual,average,anything,socially,often,working on space camp,white,68.0,-1,other,2012-06-29-23-50,"emeryville, california",doesn't have kids,has dogs,atheism,scorpio but it doesn&rsquo;t matter,yes,english (fluently),32384
21,single,f,straight,average,mostly anything,not at all,never,working on college/university,white,64.0,-1,artistic / musical / writer,2011-11-21-03-22,"san francisco, california",doesn't want kids,likes dogs and has cats,atheism,gemini and it&rsquo;s fun to think about,no,english (fluently),32386
23,single,m,gay,athletic,mostly anything,socially,sometimes,working on college/university,white,70.0,20000,student,2012-06-29-16-37,"san francisco, california",might want kids,likes dogs and dislikes cats,agnosticism and laughing about it,cancer and it matters a lot,sometimes,"english (fluently), spanish (okay)",32399
29,single,f,straight,fit,anything,socially,never,graduated from college/university,white,68.0,-1,sales / marketing / biz dev,2012-06-29-22-53,"san francisco, california","doesn't have kids, but wants them",likes dogs,catholicism but not too serious about it,cancer,no,english,32401
27,single,f,straight,average,mostly anything,socially,never,working on masters program,white,61.0,-1,artistic / musical / writer,2012-06-30-21-50,"san francisco, california",doesn't have kids,has dogs and likes cats,catholicism but not too serious about it,capricorn and it&rsquo;s fun to think about,no,english,32402
39,single,m,straight,athletic,strictly anything,very often,never,graduated from college/university,"asian, white",73.0,100000,computer / hardware / software,2012-06-24-10-37,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism but not too serious about it,libra and it&rsquo;s fun to think about,trying to quit,"english (fluently), french (okay), dutch (okay), chinese (fluently)",32403
39,single,f,straight,average,mostly anything,socially,sometimes,graduated from college/university,white,68.0,-1,transportation,2012-06-16-12-48,"san francisco, california",wants kids,has dogs,agnosticism and somewhat serious about it,virgo and it&rsquo;s fun to think about,sometimes,english,32404
19,seeing someone,f,straight,skinny,mostly anything,often,never,working on college/university,white,66.0,-1,other,2012-01-26-14-37,"san francisco, california",doesn't have kids,has dogs and likes cats,christianity and somewhat serious about it,leo,no,"english, french (okay), russian (poorly), german (okay)",32406
45,seeing someone,m,straight,average,anything,socially,never,dropped out of college/university,white,72.0,60000,computer / hardware / software,2012-06-17-18-23,"san mateo, california",has a kid,likes dogs and likes cats,agnosticism and laughing about it,aquarius and it&rsquo;s fun to think about,no,"english (fluently), french",32408
41,single,m,gay,a little extra,anything,socially,never,dropped out of masters program,white,71.0,100000,executive / management,2011-09-12-08-02,"san francisco, california",doesn't want kids,likes dogs and likes cats,other but not too serious about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), greek (poorly)",32414
23,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,69.0,-1,sales / marketing / biz dev,2012-06-30-12-34,"redwood city, california","doesn't have kids, but wants them",has dogs,catholicism but not too serious about it,cancer but it doesn&rsquo;t matter,no,english (fluently),32438
60,single,f,gay,jacked,strictly anything,not at all,never,graduated from space camp,white,68.0,-1,construction / craftsmanship,2012-06-12-21-08,"oakland, california",has a kid,likes dogs and likes cats,other and very serious about it,scorpio and it&rsquo;s fun to think about,no,english (okay),32442
49,single,m,straight,a little extra,anything,rarely,sometimes,two-year college,white,71.0,100000,other,2012-06-30-01-37,"hayward, california",has kids,has dogs,christianity but not too serious about it,taurus and it&rsquo;s fun to think about,trying to quit,english,32446
29,single,f,bisexual,athletic,mostly anything,not at all,sometimes,dropped out of masters program,other,65.0,-1,other,2012-06-30-19-24,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,agnosticism,scorpio,no,"english (fluently), spanish (poorly), other",32449
34,single,m,straight,average,mostly anything,socially,never,graduated from masters program,white,69.0,-1,science / tech / engineering,2012-06-26-21-29,"san francisco, california","doesn't have kids, but might want them",likes dogs,judaism but not too serious about it,aries but it doesn&rsquo;t matter,no,english,32453
33,single,m,straight,athletic,mostly anything,often,never,graduated from masters program,asian,73.0,-1,executive / management,2012-06-29-23-21,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism,sagittarius,no,english,32454
28,single,m,gay,fit,anything,socially,never,graduated from masters program,"asian, white",68.0,-1,education / academia,2012-06-09-16-08,"san francisco, california",doesn't want kids,likes dogs,agnosticism and very serious about it,pisces and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",32462
42,single,m,straight,fit,anything,socially,sometimes,graduated from college/university,white,70.0,-1,hospitality / travel,2012-06-30-02-48,"san francisco, california","doesn't have kids, and doesn't want any",has dogs,agnosticism,aries and it&rsquo;s fun to think about,no,"english (fluently), italian (poorly), spanish (okay), french (poorly)",32473
46,single,f,straight,average,anything,socially,never,graduated from college/university,white,63.0,80000,sales / marketing / biz dev,2012-06-29-08-18,"san rafael, california",has kids,has dogs and likes cats,christianity but not too serious about it,aquarius and it&rsquo;s fun to think about,no,english,32484
49,single,m,gay,athletic,anything,rarely,never,graduated from college/university,white,69.0,-1,education / academia,2012-06-30-01-25,"san francisco, california","doesn't have kids, and doesn't want any",has dogs,other but not too serious about it,cancer but it doesn&rsquo;t matter,no,english (fluently),32499
52,single,m,straight,average,anything,socially,never,graduated from med school,white,71.0,-1,medicine / health,2012-06-30-21-53,"san francisco, california","has kids, and might want more",has dogs and likes cats,atheism and laughing about it,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently), portuguese (poorly), c++ (okay)",32503
31,single,f,straight,average,mostly other,socially,never,graduated from college/university,other,67.0,-1,other,2012-06-30-20-12,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,other,leo,no,english,32509
57,single,f,straight,normal,mostly anything,socially,never,graduated from masters program,white,66.0,80000,other,2012-06-10-22-39,"redwood city, california","has a kid, but doesn't want more",has dogs and has cats,other and somewhat serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",32511
35,single,m,straight,athletic,mostly vegetarian,socially,never,graduated from masters program,white,76.0,250000,sales / marketing / biz dev,2012-06-30-20-36,"san francisco, california","doesn't have kids, but might want them",likes dogs and likes cats,atheism but not too serious about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",32517
52,single,m,straight,fit,mostly vegan,socially,never,graduated from college/university,white,72.0,-1,other,2012-06-29-23-31,"mill valley, california","has a kid, and might want more",likes dogs and likes cats,other and very serious about it,aries and it&rsquo;s fun to think about,no,english,32560
33,single,m,straight,average,strictly anything,often,never,dropped out of college/university,white,68.0,100000,computer / hardware / software,2012-06-30-14-53,"san francisco, california",doesn't have kids,likes dogs and dislikes cats,atheism but not too serious about it,pisces but it doesn&rsquo;t matter,no,"english, swedish (fluently)",32572
42,single,m,straight,fit,strictly other,desperately,never,graduated from college/university,white,70.0,-1,entertainment / media,2012-06-29-12-48,"san francisco, california",doesn't have kids,likes dogs and likes cats,other and laughing about it,cancer,no,"english, arabic (poorly)",32577
26,single,f,straight,full figured,anything,rarely,never,graduated from college/university,white,67.0,-1,transportation,2012-06-30-09-38,"daly city, california","doesn't have kids, but wants them",likes dogs,catholicism and somewhat serious about it,sagittarius,no,english (fluently),32580
42,single,m,gay,fit,mostly anything,rarely,never,graduated from college/university,white,70.0,-1,education / academia,2012-06-30-21-55,"oakland, california",doesn't have kids,likes dogs and likes cats,agnosticism and somewhat serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",32584
53,single,f,straight,curvy,anything,socially,never,graduated from masters program,white,64.0,-1,political / government,2012-06-30-17-37,"berkeley, california",has a kid,has dogs,judaism,taurus,no,"english, hebrew (okay)",32606
29,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,75.0,-1,sales / marketing / biz dev,2012-06-27-23-03,"san francisco, california","doesn't have kids, but wants them",likes dogs,christianity,libra,no,"english (fluently), spanish (poorly)",32618
54,single,f,straight,average,strictly anything,socially,never,graduated from college/university,white,65.0,-1,medicine / health,2012-06-28-21-10,"mill valley, california",doesn't have kids,likes dogs and likes cats,other,virgo,no,english,32622
62,single,f,straight,curvy,anything,socially,never,graduated from college/university,hispanic / latin,64.0,-1,artistic / musical / writer,2011-11-17-16-22,"oakland, california",has kids,has cats,other but not too serious about it,virgo and it&rsquo;s fun to think about,no,"english (fluently), english (fluently), spanish (okay)",32623
25,single,f,straight,a little extra,mostly anything,desperately,never,working on college/university,"black, white, other",66.0,-1,other,2012-06-30-21-56,"oakland, california","doesn't have kids, but might want them",likes dogs and has cats,agnosticism and laughing about it,sagittarius and it&rsquo;s fun to think about,no,english (fluently),32624
29,single,f,straight,fit,mostly anything,socially,never,working on college/university,white,63.0,-1,other,2012-06-22-13-06,"san mateo, california","doesn't have kids, but wants them",likes dogs and has cats,other,taurus,no,english (fluently),32626
30,single,f,straight,average,mostly vegan,not at all,never,graduated from masters program,white,67.0,20000,student,2012-06-30-15-13,"san francisco, california","doesn't have kids, but wants them",has dogs and has cats,judaism,gemini,no,english,32633
24,single,f,bisexual,curvy,mostly anything,not at all,sometimes,working on two-year college,white,67.0,20000,artistic / musical / writer,2012-06-30-02-35,"oakland, california","has a kid, but doesn't want more",has dogs and dislikes cats,atheism and laughing about it,virgo but it doesn&rsquo;t matter,yes,english (fluently),32644
61,single,m,straight,thin,mostly other,socially,sometimes,graduated from law school,white,68.0,-1,law / legal services,2012-06-18-14-52,"san francisco, california",has a kid,likes dogs and likes cats,atheism but not too serious about it,taurus but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",32654
37,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,72.0,80000,computer / hardware / software,2012-01-13-18-36,"san francisco, california",has a kid,likes dogs and likes cats,christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter,no,english (fluently),32655
34,single,m,straight,fit,mostly anything,rarely,never,graduated from ph.d program,white,72.0,50000,education / academia,2012-06-29-13-37,"oakland, california",doesn't have kids,likes dogs,christianity but not too serious about it,scorpio and it&rsquo;s fun to think about,no,english (fluently),32663
45,single,f,straight,athletic,mostly anything,socially,never,graduated from ph.d program,white,67.0,-1,science / tech / engineering,2012-06-30-21-57,"san mateo, california","has kids, but doesn't want more",likes dogs and likes cats,christianity,scorpio,no,english,32664
64,single,m,straight,a little extra,mostly anything,often,sometimes,graduated from law school,white,70.0,-1,retired,2012-06-30-21-57,"oakland, california",has kids,has dogs,judaism but not too serious about it,aquarius but it doesn&rsquo;t matter,no,english,32666
25,single,f,straight,curvy,mostly vegetarian,socially,sometimes,working on college/university,hispanic / latin,66.0,20000,student,2012-06-29-20-53,"san francisco, california",doesn't have kids,likes dogs and likes cats,other and laughing about it,aquarius and it&rsquo;s fun to think about,when drinking,english,32669
48,single,f,straight,athletic,anything,socially,never,graduated from masters program,white,68.0,-1,sales / marketing / biz dev,2012-06-30-15-18,"san francisco, california",has a kid,has dogs,christianity but not too serious about it,cancer,no,"english, french (poorly)",32673
49,single,m,straight,a little extra,strictly anything,socially,never,graduated from college/university,white,69.0,-1,education / academia,2012-06-25-20-40,"daly city, california",doesn't want kids,likes dogs,atheism,leo but it doesn&rsquo;t matter,no,english,32685
29,single,f,straight,average,strictly anything,socially,sometimes,graduated from two-year college,middle eastern,68.0,-1,law / legal services,2012-05-08-23-04,"san francisco, california",doesn't have kids,likes dogs,catholicism and somewhat serious about it,cancer and it matters a lot,sometimes,english (fluently),32690
23,single,m,straight,average,anything,not at all,never,graduated from college/university,hispanic / latin,70.0,-1,entertainment / media,2012-03-21-01-43,"novato, california","doesn't have kids, but wants them",likes dogs,other,capricorn,no,"english (fluently), latin (fluently)",32697
39,single,f,straight,fit,strictly vegetarian,socially,never,working on college/university,white,62.0,-1,student,2012-06-30-11-28,"berkeley, california","has kids, but doesn't want more",likes dogs,agnosticism,virgo,no,english,32699
43,single,f,straight,fit,mostly vegetarian,socially,never,graduated from ph.d program,asian,61.0,-1,executive / management,2012-06-30-21-58,"san francisco, california",doesn't have kids,likes dogs and likes cats,other,sagittarius and it&rsquo;s fun to think about,no,"english, chinese (poorly)",32702
45,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,73.0,80000,construction / craftsmanship,2012-06-11-00-52,"san rafael, california",has kids,likes dogs,judaism,gemini but it doesn&rsquo;t matter,no,"english (fluently), hebrew (fluently), romanian (fluently), spanish (fluently), french (okay)",32716
30,single,m,gay,average,strictly anything,often,never,working on college/university,white,70.0,-1,hospitality / travel,2012-06-30-21-58,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,agnosticism and somewhat serious about it,libra but it doesn&rsquo;t matter,no,"english (poorly), ancient greek (fluently), afrikaans (okay), tagalog (poorly), lisp (fluently)",32718
48,single,m,gay,athletic,anything,socially,never,graduated from college/university,white,72.0,70000,education / academia,2012-06-30-21-59,"san francisco, california",doesn't want kids,likes dogs and likes cats,other and somewhat serious about it,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",32724
28,single,m,straight,fit,mostly vegetarian,rarely,never,graduated from ph.d program,white,70.0,-1,science / tech / engineering,2012-06-30-08-06,"berkeley, california","doesn't have kids, but wants them",likes cats,other and somewhat serious about it,virgo but it doesn&rsquo;t matter,no,english,32735
25,single,f,straight,full figured,anything,often,sometimes,working on college/university,white,67.0,-1,student,2012-05-28-01-15,"san francisco, california",doesn't want kids,likes cats,atheism and laughing about it,capricorn and it&rsquo;s fun to think about,yes,english (fluently),32761
32,single,f,bisexual,athletic,mostly anything,rarely,never,graduated from college/university,white,69.0,-1,entertainment / media,2012-03-02-16-19,"san francisco, california",doesn't want kids,has dogs,catholicism and somewhat serious about it,taurus but it doesn&rsquo;t matter,no,"english, french",32773
49,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,71.0,-1,executive / management,2012-06-29-21-49,"san francisco, california",has kids,likes dogs and has cats,christianity and somewhat serious about it,leo and it&rsquo;s fun to think about,no,english,32787
54,single,m,gay,fit,mostly anything,socially,never,graduated from college/university,white,72.0,-1,banking / financial / real estate,2012-02-25-08-37,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and likes cats,catholicism and laughing about it,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",32789
52,single,f,straight,thin,other,socially,never,graduated from college/university,white,62.0,-1,artistic / musical / writer,2012-06-28-10-57,"larkspur, california","has kids, but doesn't want more",has dogs,other and somewhat serious about it,scorpio and it&rsquo;s fun to think about,no,english,32793
33,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,"asian, indian, white, other",68.0,-1,computer / hardware / software,2012-06-30-15-07,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,christianity and laughing about it,cancer and it&rsquo;s fun to think about,no,"english, malay (poorly)",32799
20,single,m,straight,used up,strictly anything,socially,often,working on space camp,"pacific islander, white",74.0,80000,sales / marketing / biz dev,2012-06-16-13-17,"san francisco, california","has a kid, but doesn't want more",dislikes dogs and has cats,hinduism and somewhat serious about it,pisces and it matters a lot,trying to quit,"english (poorly), sign language (poorly), french (poorly), german (poorly), yiddish (okay)",32801
50,single,m,straight,athletic,mostly anything,often,never,graduated from law school,white,69.0,-1,law / legal services,2012-06-30-17-13,"san francisco, california",doesn't have kids,likes dogs and has cats,judaism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (poorly), spanish (okay)",32804
30,single,m,straight,average,mostly anything,socially,never,graduated from college/university,white,70.0,-1,science / tech / engineering,2012-06-27-15-12,"san francisco, california",doesn't have kids,likes dogs and has cats,agnosticism but not too serious about it,libra,no,"english, french, turkish, romanian",32825
47,single,f,straight,fit,mostly vegetarian,socially,never,graduated from college/university,asian,64.0,-1,executive / management,2012-06-30-22-02,"berkeley, california",doesn't have kids,has dogs,atheism,aries and it&rsquo;s fun to think about,no,"english (fluently), french (okay), german (okay)",32844
51,single,m,gay,fit,mostly anything,socially,never,graduated from college/university,hispanic / latin,71.0,40000,transportation,2012-06-30-03-07,"daly city, california",doesn't have kids,likes dogs and likes cats,agnosticism and laughing about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), french (fluently), portuguese (okay), japanese (okay)",32847
31,single,m,straight,used up,mostly other,rarely,sometimes,dropped out of space camp,white,71.0,-1,rather not say,2012-06-30-20-34,"oakland, california","doesn't have kids, but might want them",likes dogs and likes cats,other and laughing about it,aquarius and it&rsquo;s fun to think about,trying to quit,english,32859
31,single,m,straight,athletic,strictly anything,often,sometimes,graduated from college/university,white,73.0,-1,education / academia,2012-06-30-20-51,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,atheism and very serious about it,virgo but it doesn&rsquo;t matter,yes,"english (fluently), thai (poorly), spanish (okay)",32860
27,single,m,straight,average,strictly vegetarian,socially,never,working on college/university,white,72.0,-1,sales / marketing / biz dev,2012-06-30-13-08,"san francisco, california",doesn't want kids,likes cats,agnosticism and somewhat serious about it,gemini but it doesn&rsquo;t matter,no,english (fluently),32875
36,single,m,straight,athletic,mostly anything,socially,sometimes,graduated from college/university,white,72.0,-1,executive / management,2012-06-29-23-06,"san francisco, california",doesn't have kids,likes dogs and likes cats,agnosticism and laughing about it,sagittarius,no,"english (fluently), spanish (fluently)",32876
40,single,m,straight,skinny,anything,socially,never,graduated from college/university,hispanic / latin,73.0,20000,artistic / musical / writer,2012-06-30-19-57,"san francisco, california","doesn't have kids, but might want them",likes dogs,christianity but not too serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",32878
48,single,m,straight,athletic,strictly anything,rarely,never,graduated from masters program,white,72.0,-1,executive / management,2012-06-30-00-06,"san francisco, california",has kids,has dogs and has cats,catholicism,capricorn,no,"english, spanish, italian",32882
44,single,m,gay,athletic,mostly anything,socially,never,graduated from masters program,white,72.0,100000,banking / financial / real estate,2012-05-12-11-24,"san francisco, california","doesn't have kids, but might want them",likes dogs,christianity but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",32908
19,single,m,gay,average,mostly anything,not at all,never,working on college/university,black,70.0,20000,student,2012-06-30-22-04,"oakland, california",might want kids,dislikes dogs and has cats,agnosticism,leo and it&rsquo;s fun to think about,no,"english (fluently), japanese (okay)",32912
28,single,m,straight,average,strictly anything,often,sometimes,graduated from college/university,asian,71.0,-1,computer / hardware / software,2012-04-11-20-23,"san francisco, california",doesn't have kids,likes dogs,catholicism and laughing about it,sagittarius and it&rsquo;s fun to think about,sometimes,"english, spanish (poorly)",32915
33,single,m,straight,athletic,strictly anything,socially,never,graduated from college/university,white,71.0,-1,science / tech / engineering,2012-06-30-02-05,"san francisco, california","doesn't have kids, but might want them",likes dogs and has cats,agnosticism,scorpio but it doesn&rsquo;t matter,no,"english (poorly), other (fluently)",32921
29,single,m,straight,thin,strictly anything,rarely,never,graduated from college/university,white,68.0,100000,computer / hardware / software,2012-06-29-09-19,"san francisco, california","doesn't have kids, but wants them",likes dogs and has cats,catholicism but not too serious about it,gemini but it doesn&rsquo;t matter,no,english,32926
45,single,m,straight,average,strictly anything,socially,never,dropped out of college/university,white,72.0,-1,science / tech / engineering,2012-06-28-23-20,"san francisco, california",has kids,has dogs and has cats,catholicism but not too serious about it,gemini,no,english (poorly),32931
50,single,f,straight,fit,anything,socially,never,graduated from college/university,hispanic / latin,66.0,-1,other,2012-06-30-20-49,"san francisco, california",doesn't have kids,likes dogs,catholicism but not too serious about it,aries but it doesn&rsquo;t matter,no,english (fluently),32933
34,single,f,straight,average,mostly vegetarian,socially,sometimes,graduated from college/university,white,69.0,-1,education / academia,2012-06-30-22-05,"south san francisco, california","doesn't have kids, but wants them",likes dogs,agnosticism but not too serious about it,aries and it&rsquo;s fun to think about,no,"english (fluently), german (fluently)",32943
33,available,f,straight,curvy,mostly anything,socially,never,graduated from high school,other,64.0,-1,clerical / administrative,2012-06-28-01-29,"san francisco, california","doesn't have kids, but might want them",likes dogs and dislikes cats,other,sagittarius but it doesn&rsquo;t matter,no,english,32945
48,single,m,straight,fit,mostly anything,socially,never,graduated from college/university,white,69.0,80000,executive / management,2012-06-30-15-54,"san francisco, california","has a kid, and might want more",likes dogs and has cats,catholicism and laughing about it,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",32951
53,single,m,gay,average,anything,often,never,graduated from college/university,white,72.0,-1,computer / hardware / software,2012-06-27-10-41,"san francisco, california",doesn't want kids,likes dogs and likes cats,christianity but not too serious about it,gemini and it&rsquo;s fun to think about,no,english,32952
40,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,asian,64.0,-1,medicine / health,2012-06-30-05-19,"san francisco, california","doesn't have kids, but wants them",has dogs and likes cats,christianity and very serious about it,taurus and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), japanese (poorly), spanish (okay)",32956
29,single,f,straight,fit,strictly anything,socially,never,graduated from college/university,white,70.0,-1,banking / financial / real estate,2012-06-05-12-39,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism,sagittarius,no,"english (fluently), spanish (okay), french (poorly)",32958
23,single,m,straight,skinny,mostly anything,socially,never,working on masters program,"middle eastern, native american, hispanic / latin, white, other",71.0,20000,other,2012-06-24-12-36,"half moon bay, california","doesn't have kids, but might want them",has dogs and has cats,christianity and somewhat serious about it,capricorn but it doesn&rsquo;t matter,no,english,32980
41,single,m,straight,a little extra,strictly anything,socially,never,graduated from masters program,white,63.0,70000,law / legal services,2012-06-30-22-06,"san mateo, california","doesn't have kids, and doesn't want any",likes dogs and has cats,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly), russian (poorly)",32988
68,single,m,straight,thin,anything,rarely,never,graduated from masters program,white,70.0,50000,artistic / musical / writer,2012-01-05-07-59,"san francisco, california",doesn't want kids,likes dogs,other,leo but it doesn&rsquo;t matter,no,"english, english (fluently)",33016
35,single,m,straight,average,anything,socially,never,graduated from masters program,hispanic / latin,71.0,-1,sales / marketing / biz dev,2012-06-29-20-40,"san francisco, california",doesn't have kids,likes dogs,catholicism,aries,no,"english, spanish, portuguese",33019
32,single,f,straight,average,anything,socially,never,graduated from college/university,white,63.0,-1,sales / marketing / biz dev,2012-06-30-10-35,"san francisco, california","doesn't have kids, but might want them",likes dogs,catholicism but not too serious about it,taurus and it&rsquo;s fun to think about,no,english,33022
22,single,f,straight,fit,strictly anything,socially,never,working on college/university,white,66.0,-1,student,2012-06-19-07-35,"san francisco, california",doesn't have kids,has dogs and dislikes cats,christianity and somewhat serious about it,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",33023
29,single,f,straight,curvy,mostly anything,socially,never,graduated from college/university,"hispanic / latin, white",67.0,-1,entertainment / media,2012-06-30-20-01,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,scorpio and it&rsquo;s fun to think about,no,english,33025
35,single,m,straight,fit,strictly anything,socially,never,graduated from college/university,white,69.0,-1,sales / marketing / biz dev,2012-06-30-20-40,"san francisco, california","doesn't have kids, but wants them",has dogs,judaism but not too serious about it,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",33029
56,single,m,straight,fit,mostly anything,socially,never,graduated from two-year college,white,70.0,-1,construction / craftsmanship,2012-06-29-16-13,"novato, california",has kids,likes dogs and likes cats,other but not too serious about it,gemini but it doesn&rsquo;t matter,no,english,33036
64,single,m,straight,fit,anything,socially,never,graduated from law school,white,70.0,-1,law / legal services,2012-06-29-17-31,"vallejo, california",has a kid,likes dogs and likes cats,christianity,leo,no,"english (fluently), german (poorly), spanish (okay), italian (poorly)",33037
28,single,m,straight,athletic,mostly anything,socially,never,graduated from college/university,white,71.0,30000,medicine / health,2012-05-09-08-42,"san francisco, california",doesn't have kids,likes dogs and likes cats,other but not too serious about it,taurus,no,english,33038
41,single,m,straight,average,mostly anything,socially,never,graduated from law school,white,72.0,250000,law / legal services,2012-06-17-17-32,"san francisco, california","doesn't have kids, but wants them",likes dogs and likes cats,agnosticism and laughing about it,capricorn but it doesn&rsquo;t matter,no,english (fluently),33048
41,single,m,straight,overweight,mostly anything,socially,never,dropped out of two-year college,hispanic / latin,69.0,-1,other,2012-06-27-15-21,"hayward, california","doesn't have kids, but wants them",likes dogs and likes cats,catholicism but not too serious about it,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",33052
56,single,f,straight,average,anything,socially,never,graduated from college/university,white,65.0,80000,clerical / administrative,2012-06-30-17-13,"green brae, california",doesn't want kids,likes dogs and likes cats,other and somewhat serious about it,sagittarius and it&rsquo;s fun to think about,no,english,33069
29,single,f,straight,average,anything,socially,never,graduated from college/university,white,61.0,-1,medicine / health,2012-06-25-10-24,"emeryville, california",doesn't have kids,likes dogs,christianity but not too serious about it,scorpio but it doesn&rsquo;t matter,no,english,33074
49,single,f,straight,average,mostly anything,socially,never,graduated from college/university,white,60.0,-1,other,2012-06-20-10-01,"san francisco, california","doesn't have kids, and doesn't want any",likes dogs and has cats,other and very serious about it,pisces and it&rsquo;s fun to think about,no,english,33083
49,single,m,gay,athletic,anything,not at all,never,graduated from law school,hispanic / latin,63.0,-1,law / legal services,2012-06-29-14-16,"san francisco, california",doesn't want kids,likes dogs and likes cats,catholicism but not too serious about it,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",33104
51,single,m,straight,average,anything,rarely,sometimes,graduated from two-year college,"hispanic / latin, white",66.0,-1,other,2012-06-30-01-07,"hayward, california",has kids,likes dogs and likes cats,christianity and somewhat serious about it,aries and it&rsquo;s fun to think about,yes,english (fluently),33121
62,single,f,straight,average,mostly vegetarian,often,never,graduated from college/university,white,67.0,-1,student,2012-06-29-15-42,"san francisco, california",doesn't want kids,likes dogs and dislikes cats,other but not too serious about it,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), malay (poorly)",33127
